,perceelid,perceeltype,huisnr,huisnr_bag_letter,huisnr_bag_toevoeging,bag_nummeraanduidingid,bag_adresseerbaarobjectid,lat,lon,rdx,rdy,oppervlakte,gebruiksdoel,reeksid
336314,337427,verblijfsobject,28,,,363200000227018.0,363010000766800.0,52.34814488,4.90189566,121932.0,484581.0,51,woonfunctie,16088
336315,337428,verblijfsobject,30,,1,363200000227020.0,363010000766802.0,52.3480988,4.90161732,121913.0,484576.0,60,woonfunctie,16089
336316,337429,verblijfsobject,30,,2,363200000227021.0,363010000766803.0,52.3480988,4.90161732,121913.0,484576.0,60,woonfunctie,16089
336317,337430,verblijfsobject,30,,3,363200000227022.0,363010000766804.0,52.3480988,4.90161732,121913.0,484576.0,60,woonfunctie,16089
336318,337431,verblijfsobject,30,,H,363200000227019.0,363010000766801.0,52.3480988,4.90161732,121913.0,484576.0,44,woonfunctie,16089
336319,337432,verblijfsobject,32,,1,363200000227024.0,363010000766806.0,52.3480804,4.90151478,121906.0,484574.0,51,woonfunctie,16089
336320,337433,verblijfsobject,32,,2,363200000227025.0,363010000766807.0,52.3480804,4.90151478,121906.0,484574.0,48,woonfunctie,16089
336321,337434,verblijfsobject,32,,3,363200000227026.0,363010000766808.0,52.3480804,4.90151478,121906.0,484574.0,51,woonfunctie,16089
336322,337435,verblijfsobject,32,,H,363200000227023.0,363010000766805.0,52.3480804,4.90151478,121906.0,484574.0,41,woonfunctie,16089
336323,337436,verblijfsobject,34,,1,363200000227028.0,363010000766810.0,52.34806207,4.90142693,121900.0,484572.0,52,woonfunctie,16089
336324,337437,verblijfsobject,34,,2,363200000227029.0,363010000766811.0,52.34806207,4.90142693,121900.0,484572.0,52,woonfunctie,16089
336325,337438,verblijfsobject,34,,3,363200000227030.0,363010000766812.0,52.34806207,4.90142693,121900.0,484572.0,52,woonfunctie,16089
336326,337439,verblijfsobject,34,,H,363200000227027.0,363010000766809.0,52.34806207,4.90142693,121900.0,484572.0,58,woonfunctie,16089
336327,337440,verblijfsobject,36,,1,363200000227032.0,363010000766814.0,52.34805272,4.90133897,121894.0,484571.0,52,woonfunctie,16089
336328,337441,verblijfsobject,36,,2,363200000227033.0,363010000766815.0,52.34805272,4.90133897,121894.0,484571.0,52,woonfunctie,16089
336329,337442,verblijfsobject,36,,3,363200000227034.0,363010000766816.0,52.34805272,4.90133897,121894.0,484571.0,52,woonfunctie,16089
336330,337443,verblijfsobject,36,,H,363200000227031.0,363010000766813.0,52.34805272,4.90133897,121894.0,484571.0,58,woonfunctie,16089
336331,337444,verblijfsobject,38,,1,363200000227036.0,363010000766818.0,52.34804331,4.90123634,121887.0,484570.0,51,woonfunctie,16089
336332,337445,verblijfsobject,38,,2,363200000227037.0,363010000766819.0,52.34804331,4.90123634,121887.0,484570.0,51,woonfunctie,16089
336333,337446,verblijfsobject,38,,3,363200000227038.0,363010000766820.0,52.34804331,4.90123634,121887.0,484570.0,51,woonfunctie,16089
336334,337447,verblijfsobject,38,,H,363200000227035.0,363010000766817.0,52.34804331,4.90123634,121887.0,484570.0,57,woonfunctie,16089
336335,337448,verblijfsobject,40,,1,363200000227040.0,363010000766822.0,52.34802497,4.90114848,121881.0,484568.0,51,woonfunctie,16089
336336,337449,verblijfsobject,40,,2,363200000227041.0,363010000766823.0,52.34802497,4.90114848,121881.0,484568.0,51,woonfunctie,16089
336337,337450,verblijfsobject,40,,3,363200000227042.0,363010000766824.0,52.34802497,4.90114848,121881.0,484568.0,49,woonfunctie,16089
336338,337451,verblijfsobject,40,,H,363200000227039.0,363010000766821.0,52.34802497,4.90114848,121881.0,484568.0,57,woonfunctie,16089
336339,337452,verblijfsobject,42,,1,363200000227044.0,363010000766826.0,52.34802461,4.90106043,121875.0,484568.0,51,woonfunctie,16090
336340,337453,verblijfsobject,42,,2,363200000227045.0,363010000766827.0,52.34802461,4.90106043,121875.0,484568.0,51,woonfunctie,16090
336341,337454,verblijfsobject,42,,3,363200000227046.0,363010000766828.0,52.34802461,4.90106043,121875.0,484568.0,51,woonfunctie,16090
336342,337455,verblijfsobject,42,,H,363200000227043.0,363010000766825.0,52.34802461,4.90106043,121875.0,484568.0,53,woonfunctie,16090
336343,337456,verblijfsobject,44,,1,363200000227048.0,363010000766830.0,52.34800634,4.90098725,121870.0,484566.0,49,woonfunctie,16090
336344,337457,verblijfsobject,44,,2,363200000227049.0,363010000766831.0,52.34800634,4.90098725,121870.0,484566.0,48,woonfunctie,16090
336345,337458,verblijfsobject,44,,3,363200000227050.0,363010000766832.0,52.34800634,4.90098725,121870.0,484566.0,51,woonfunctie,16090
336346,337459,verblijfsobject,44,,H,363200000227047.0,363010000766829.0,52.34800634,4.90098725,121870.0,484566.0,52,woonfunctie,16090
336347,337460,verblijfsobject,46,,1,363200000227052.0,363010000766834.0,52.34800591,4.90088452,121863.0,484566.0,51,woonfunctie,16090
336348,337461,verblijfsobject,46,,2,363200000227053.0,363010000766835.0,52.34800591,4.90088452,121863.0,484566.0,51,woonfunctie,16090
336349,337462,verblijfsobject,46,,3,363200000227054.0,363010000766836.0,52.34800591,4.90088452,121863.0,484566.0,51,woonfunctie,16090
336350,337463,verblijfsobject,46,,H,363200000227051.0,363010000766833.0,52.34800591,4.90088452,121863.0,484566.0,57,woonfunctie,16090
336351,337464,verblijfsobject,48,,1,363200000227056.0,363010000766838.0,52.34798764,4.90081134,121858.0,484564.0,49,woonfunctie,16090
336352,337465,verblijfsobject,48,,2,363200000227057.0,363010000766839.0,52.34798764,4.90081134,121858.0,484564.0,46,woonfunctie,16090
336353,337466,verblijfsobject,48,,3,363200000227058.0,363010000766840.0,52.34798764,4.90081134,121858.0,484564.0,51,woonfunctie,16090
336354,337467,verblijfsobject,48,,H,363200000227055.0,363010000766837.0,52.34798764,4.90081134,121858.0,484564.0,57,woonfunctie,16090
336355,337468,verblijfsobject,50,,1,363200000227060.0,363010000766842.0,52.34796924,4.9007088,121851.0,484562.0,51,woonfunctie,16090
336356,337469,verblijfsobject,50,,2,363200000227061.0,363010000766843.0,52.34796924,4.9007088,121851.0,484562.0,51,woonfunctie,16090
336357,337470,verblijfsobject,50,,3,363200000227062.0,363010000766844.0,52.34796924,4.9007088,121851.0,484562.0,51,woonfunctie,16090
336358,337471,verblijfsobject,50,,H,363200000227059.0,363010000766841.0,52.34796924,4.9007088,121851.0,484562.0,57,woonfunctie,16090
336359,337472,verblijfsobject,52,,1,363200000227064.0,363010000766846.0,52.34796894,4.90063543,121846.0,484562.0,50,woonfunctie,16090
336360,337473,verblijfsobject,52,,2,363200000227065.0,363010000766847.0,52.34796894,4.90063543,121846.0,484562.0,51,woonfunctie,16090
336361,337474,verblijfsobject,52,,3,363200000227066.0,363010000766848.0,52.34796894,4.90063543,121846.0,484562.0,51,woonfunctie,16090
336362,337475,verblijfsobject,52,,H,363200000227063.0,363010000766845.0,52.34796894,4.90063543,121846.0,484562.0,57,woonfunctie,16090
336363,337476,verblijfsobject,54,,1,363200000227068.0,363010000766850.0,52.3479506,4.90054757,121840.0,484560.0,52,woonfunctie,16091
336364,337477,verblijfsobject,54,,2,363200000227069.0,363010000766851.0,52.3479506,4.90054757,121840.0,484560.0,52,woonfunctie,16091
336365,337478,verblijfsobject,54,,3,363200000227070.0,363010000766852.0,52.3479506,4.90054757,121840.0,484560.0,52,woonfunctie,16091
336366,337479,verblijfsobject,54,,H,363200000227067.0,363010000766849.0,52.3479506,4.90054757,121840.0,484560.0,51,woonfunctie,16091
336367,337480,verblijfsobject,56,,1,363200000227072.0,363010000766854.0,52.34794107,4.90041559,121831.0,484559.0,52,woonfunctie,16091
336368,337481,verblijfsobject,56,,2,363200000227073.0,363010000766855.0,52.34794107,4.90041559,121831.0,484559.0,52,woonfunctie,16091
336369,337482,verblijfsobject,56,,3,363200000227074.0,363010000766856.0,52.34794107,4.90041559,121831.0,484559.0,52,woonfunctie,16091
336370,337483,verblijfsobject,56,,H,363200000227071.0,363010000766853.0,52.34794107,4.90041559,121831.0,484559.0,58,woonfunctie,16091
336371,337484,verblijfsobject,58,,1,363200000227076.0,363010000766858.0,52.34789583,4.9003427,121826.0,484554.0,48,woonfunctie,16091
336372,337485,verblijfsobject,58,,2,363200000227077.0,363010000766859.0,52.34789583,4.9003427,121826.0,484554.0,51,woonfunctie,16091
336373,337486,verblijfsobject,58,,3,363200000227078.0,363010000766860.0,52.34789583,4.9003427,121826.0,484554.0,51,woonfunctie,16091
336374,337487,verblijfsobject,58,,H,363200000227075.0,363010000766857.0,52.34789583,4.9003427,121826.0,484554.0,86,woonfunctie,16091
336375,337488,verblijfsobject,60,,1,363200000227080.0,363010000766862.0,52.34788636,4.9002254,121818.0,484553.0,60,woonfunctie,16091
336376,337489,verblijfsobject,60,,2,363200000227081.0,363010000766863.0,52.34788636,4.9002254,121818.0,484553.0,60,woonfunctie,16091
336377,337490,verblijfsobject,60,,3,363200000227082.0,363010000766864.0,52.34788636,4.9002254,121818.0,484553.0,60,woonfunctie,16091
336378,337491,verblijfsobject,60,,H,363200000227079.0,363010000766861.0,52.34788636,4.9002254,121818.0,484553.0,44,woonfunctie,16091
336379,337492,verblijfsobject,1,,1,363200000043865.0,363010000581316.0,52.34857389,4.90350538,122042.0,484628.0,52,woonfunctie,16092
336380,337493,verblijfsobject,1,,2,363200000043866.0,363010000581317.0,52.34857389,4.90350538,122042.0,484628.0,52,woonfunctie,16092
336381,337494,verblijfsobject,1,,3,363200000043867.0,363010000581318.0,52.34857389,4.90350538,122042.0,484628.0,52,woonfunctie,16092
336382,337495,verblijfsobject,1,,H,363200000043864.0,363010000581315.0,52.34857389,4.90350538,122042.0,484628.0,53,woonfunctie,16092
336383,337496,verblijfsobject,3,A,,363200000426784.0,363010000795636.0,52.34850223,4.90356487,122046.0,484620.0,55,woonfunctie,16092
336384,337497,verblijfsobject,3,B,,363200000426785.0,363010000795637.0,52.34849325,4.90356497,122046.0,484619.0,60,woonfunctie,16092
336385,337498,verblijfsobject,3,C,,363200000426786.0,363010000795638.0,52.34848426,4.90356506,122046.0,484618.0,60,woonfunctie,16092
336386,337499,verblijfsobject,3,D,,363200000426787.0,363010000795639.0,52.34847527,4.90356516,122046.0,484617.0,60,woonfunctie,16092
336387,337500,verblijfsobject,3,E,,363200000426788.0,363010000795640.0,52.34846629,4.90356526,122046.0,484616.0,65,woonfunctie,16092
336388,337501,verblijfsobject,3,F,,363200000426789.0,363010000795641.0,52.34845736,4.90358003,122047.0,484615.0,74,woonfunctie,16092
336389,337502,verblijfsobject,3,G,,363200000426790.0,363010000795642.0,52.34844837,4.90358013,122047.0,484614.0,74,woonfunctie,16092
336390,337503,verblijfsobject,3,K,,363200000426791.0,363010000795854.0,52.34843938,4.90358023,122047.0,484613.0,66,woonfunctie,16092
336391,337504,verblijfsobject,5,A,,363200000426792.0,363010000795643.0,52.3483676,4.90361036,122049.0,484605.0,65,woonfunctie,16092
336392,337505,verblijfsobject,5,B,,363200000426793.0,363010000795644.0,52.34835862,4.90361046,122049.0,484604.0,74,woonfunctie,16092
336393,337506,verblijfsobject,5,C,,363200000426794.0,363010000795645.0,52.34834969,4.90362524,122050.0,484603.0,74,woonfunctie,16092
336394,337507,verblijfsobject,5,D,,363200000426795.0,363010000795675.0,52.3483407,4.90362533,122050.0,484602.0,66,woonfunctie,16092
336395,337508,verblijfsobject,5,E,,363200000426796.0,363010000949285.0,52.34833172,4.90362543,122050.0,484601.0,66,woonfunctie,16092
336396,337509,verblijfsobject,5,F,,363200000426797.0,363010000949286.0,52.34832273,4.90362553,122050.0,484600.0,60,woonfunctie,16092
336397,337510,verblijfsobject,5,G,,363200000426798.0,363010000949287.0,52.34832273,4.90362553,122050.0,484600.0,60,woonfunctie,16092
336398,337511,verblijfsobject,5,K,,363200000426799.0,363010000949288.0,52.34831374,4.90362563,122050.0,484599.0,60,woonfunctie,16092
336399,337512,verblijfsobject,7,A,,363200000426800.0,363010000949289.0,52.34823297,4.90365586,122052.0,484590.0,65,woonfunctie,16092
336400,337513,verblijfsobject,7,B,,363200000426801.0,363010000949291.0,52.34822399,4.90365596,122052.0,484589.0,68,woonfunctie,16092
336401,337514,verblijfsobject,7,C,,363200000426802.0,363010000949294.0,52.348215,4.90365606,122052.0,484588.0,74,woonfunctie,16092
336402,337515,verblijfsobject,7,D,,363200000426803.0,363010000949295.0,52.34820607,4.90367083,122053.0,484587.0,74,woonfunctie,16092
336403,337516,verblijfsobject,7,E,,363200000426804.0,363010000949290.0,52.34819708,4.90367093,122053.0,484586.0,54,woonfunctie,16092
336404,337517,verblijfsobject,7,F,,363200000426805.0,363010000949292.0,52.3481881,4.90367102,122053.0,484585.0,60,woonfunctie,16092
336405,337518,verblijfsobject,7,G,,363200000426806.0,363010000949293.0,52.34817911,4.90367112,122053.0,484584.0,60,woonfunctie,16092
336406,337519,verblijfsobject,7,K,,363200000426807.0,363010000949296.0,52.34817911,4.90367112,122053.0,484584.0,60,woonfunctie,16092
336407,337520,verblijfsobject,9,,1,363200000043911.0,363010000581347.0,52.34812525,4.90368639,122054.0,484578.0,61,woonfunctie,16092
336408,337521,verblijfsobject,9,,2,363200000043912.0,363010000581348.0,52.34812525,4.90368639,122054.0,484578.0,62,woonfunctie,16092
336409,337522,verblijfsobject,9,,3,363200000043913.0,363010000581365.0,52.34812525,4.90368639,122054.0,484578.0,62,woonfunctie,16092
336410,337523,verblijfsobject,9,,4,363200000445795.0,363010000948736.0,52.34812525,4.90368639,122054.0,484578.0,46,woonfunctie,16092
336411,337524,verblijfsobject,9,,H,363200000043910.0,363010000581346.0,52.34812525,4.90368639,122054.0,484578.0,60,woonfunctie,16092
336412,337525,verblijfsobject,11,,1,363200000043915.0,363010000581367.0,52.34805347,4.90371652,122056.0,484570.0,52,woonfunctie,16092
336413,337526,verblijfsobject,11,,2,363200000043916.0,363010000581368.0,52.34805347,4.90371652,122056.0,484570.0,62,woonfunctie,16092
336414,337527,verblijfsobject,11,,3,363200000043917.0,363010000581369.0,52.34805347,4.90371652,122056.0,484570.0,62,woonfunctie,16092
336415,337528,verblijfsobject,11,,H,363200000043914.0,363010000581366.0,52.34805347,4.90371652,122056.0,484570.0,60,woonfunctie,16092
336416,337529,verblijfsobject,13,,1,363200000043919.0,363010000581371.0,52.3479727,4.90374675,122058.0,484561.0,63,woonfunctie,16093
336417,337530,verblijfsobject,13,,2,363200000043920.0,363010000581372.0,52.3479727,4.90374675,122058.0,484561.0,57,woonfunctie,16093
336418,337531,verblijfsobject,13,,3,363200000043921.0,363010000581373.0,52.3479727,4.90374675,122058.0,484561.0,61,woonfunctie,16093
336419,337532,verblijfsobject,13,,H,363200000043918.0,363010000581370.0,52.3479727,4.90374675,122058.0,484561.0,60,woonfunctie,16093
336420,337533,verblijfsobject,15,,1,363200000043923.0,363010000581375.0,52.34791884,4.90376201,122059.0,484555.0,61,woonfunctie,16093
336421,337534,verblijfsobject,15,,2,363200000043924.0,363010000581376.0,52.34791884,4.90376201,122059.0,484555.0,62,woonfunctie,16093
336422,337535,verblijfsobject,15,,3,363200000043925.0,363010000581377.0,52.34791884,4.90376201,122059.0,484555.0,62,woonfunctie,16093
336423,337536,verblijfsobject,15,,4,363200000451553.0,363010000952803.0,52.34791884,4.90376201,122059.0,484555.0,44,woonfunctie,16093
336424,337537,verblijfsobject,15,,H,363200000043922.0,363010000581374.0,52.34791884,4.90376201,122059.0,484555.0,60,woonfunctie,16093
336425,337538,verblijfsobject,17,,1,363200000043927.0,363010000581379.0,52.34783813,4.90380692,122062.0,484546.0,63,woonfunctie,16093
336426,337539,verblijfsobject,17,,2,363200000043928.0,363010000581380.0,52.34783813,4.90380692,122062.0,484546.0,63,woonfunctie,16093
336427,337540,verblijfsobject,17,,3,363200000043929.0,363010000581381.0,52.34783813,4.90380692,122062.0,484546.0,97,woonfunctie,16093
336428,337541,verblijfsobject,17,,4,363200000516969.0,363010001028892.0,52.34783813,4.90380692,122062.0,484546.0,28,woonfunctie,16093
336429,337542,verblijfsobject,17,,H,363200000043926.0,363010000581378.0,52.34783813,4.90380692,122062.0,484546.0,60,woonfunctie,16093
336430,337543,verblijfsobject,19,,1,363200000043931.0,363010000581383.0,52.34778427,4.90382219,122063.0,484540.0,64,woonfunctie,16093
336431,337544,verblijfsobject,19,,2,363200000043932.0,363010000581384.0,52.34778427,4.90382219,122063.0,484540.0,62,woonfunctie,16093
336432,337545,verblijfsobject,19,,3,363200000043933.0,363010000581385.0,52.34778427,4.90382219,122063.0,484540.0,62,woonfunctie,16093
336433,337546,verblijfsobject,19,,H,363200000043930.0,363010000581382.0,52.34778427,4.90382219,122063.0,484540.0,74,woonfunctie,16093
336434,337547,verblijfsobject,21,,1,363200000043935.0,363010000581387.0,52.34772141,4.90383755,122064.0,484533.0,59,woonfunctie,16093
336435,337548,verblijfsobject,21,,2,363200000043936.0,363010000581388.0,52.34772141,4.90383755,122064.0,484533.0,62,woonfunctie,16093
336436,337549,verblijfsobject,21,,3,363200000043937.0,363010000581389.0,52.34772141,4.90383755,122064.0,484533.0,60,woonfunctie,16093
336437,337550,verblijfsobject,21,,H,363200000043934.0,363010000581386.0,52.34772141,4.90383755,122064.0,484533.0,64,woonfunctie,16093
336438,337551,verblijfsobject,23,,1,363200000043939.0,363010000581391.0,52.34762273,4.90388265,122067.0,484522.0,65,woonfunctie,16093
336439,337552,verblijfsobject,23,,2,363200000043940.0,363010000581392.0,52.34762273,4.90388265,122067.0,484522.0,56,woonfunctie,16093
336440,337553,verblijfsobject,23,,3,363200000043941.0,363010000581393.0,52.34762273,4.90388265,122067.0,484522.0,56,woonfunctie,16093
336441,337554,verblijfsobject,23,,H,363200000043938.0,363010000581390.0,52.34762273,4.90388265,122067.0,484522.0,74,woonfunctie,16093
336442,337555,verblijfsobject,2,,1,363200000043868.0,363010000581319.0,52.34858174,4.90322644,122023.0,484629.0,77,woonfunctie,16094
336443,337556,verblijfsobject,2,,2,363200000043869.0,363010000581320.0,52.34858174,4.90322644,122023.0,484629.0,77,woonfunctie,16094
336444,337557,verblijfsobject,2,,3,363200000043870.0,363010000581321.0,52.34858174,4.90322644,122023.0,484629.0,77,woonfunctie,16094
336445,337558,verblijfsobject,2,,4,363200000043871.0,363010000581322.0,52.34858174,4.90322644,122023.0,484629.0,63,woonfunctie,16094
336446,337559,verblijfsobject,4,,1,363200000043881.0,363010000581324.0,52.34851883,4.90322713,122023.0,484622.0,55,woonfunctie,16094
336447,337560,verblijfsobject,4,,2,363200000043882.0,363010000581334.0,52.34851883,4.90322713,122023.0,484622.0,67,woonfunctie,16094
336448,337561,verblijfsobject,4,,3,363200000043883.0,363010000581335.0,52.34851883,4.90322713,122023.0,484622.0,67,woonfunctie,16094
336449,337562,verblijfsobject,4,,4,363200000043884.0,363010000581336.0,52.34851883,4.90322713,122023.0,484622.0,1,woonfunctie,16094
336450,337563,verblijfsobject,4,,H,363200000043880.0,363010000581323.0,52.34851883,4.90322713,122023.0,484622.0,60,woonfunctie,16094
336451,337564,verblijfsobject,6,,1,363200000043894.0,363010000581338.0,52.34845592,4.90322781,122023.0,484615.0,65,woonfunctie,16094
336452,337565,verblijfsobject,6,,2,363200000043895.0,363010000581339.0,52.34845592,4.90322781,122023.0,484615.0,67,woonfunctie,16094
336453,337566,verblijfsobject,6,,3,363200000043896.0,363010000581340.0,52.34845592,4.90322781,122023.0,484615.0,67,woonfunctie,16094
336454,337567,verblijfsobject,6,,4,363200000043897.0,363010000581341.0,52.34845592,4.90322781,122023.0,484615.0,1,woonfunctie,16094
336455,337568,verblijfsobject,6,,H,363200000043893.0,363010000581337.0,52.34845592,4.90322781,122023.0,484615.0,60,woonfunctie,16094
336456,337569,verblijfsobject,8,,1,363200000043906.0,363010000581342.0,52.34839319,4.90327253,122026.0,484608.0,77,woonfunctie,16094
336457,337570,verblijfsobject,8,,2,363200000043907.0,363010000581343.0,52.34839319,4.90327253,122026.0,484608.0,74,woonfunctie,16094
336458,337571,verblijfsobject,8,,3,363200000043908.0,363010000581344.0,52.34839319,4.90327253,122026.0,484608.0,77,woonfunctie,16094
336459,337572,verblijfsobject,8,,4,363200000043909.0,363010000581345.0,52.34839319,4.90327253,122026.0,484608.0,69,woonfunctie,16094
336460,337573,verblijfsobject,1,,1,363200000248235.0,363010000788925.0,52.34840515,4.90180476,121926.0,484610.0,73,woonfunctie,16095
336461,337574,verblijfsobject,1,,2,363200000248236.0,363010000788926.0,52.34840515,4.90180476,121926.0,484610.0,74,woonfunctie,16095
336462,337575,verblijfsobject,1,,3,363200000248237.0,363010000788927.0,52.34840515,4.90180476,121926.0,484610.0,77,woonfunctie,16095
336463,337576,verblijfsobject,1,,4,363200000248238.0,363010000788928.0,52.34840515,4.90180476,121926.0,484610.0,70,woonfunctie,16095
336464,337577,verblijfsobject,3,,1,363200000248241.0,363010000788931.0,52.34834236,4.9018348,121928.0,484603.0,57,woonfunctie,16095
336465,337578,verblijfsobject,3,,2,363200000248242.0,363010000788932.0,52.34834236,4.9018348,121928.0,484603.0,67,woonfunctie,16095
336466,337579,verblijfsobject,3,,3,363200000248243.0,363010000788933.0,52.34834236,4.9018348,121928.0,484603.0,67,woonfunctie,16095
336467,337580,verblijfsobject,3,,4,363200000248244.0,363010000788934.0,52.34834236,4.9018348,121928.0,484603.0,61,woonfunctie,16095
336468,337581,verblijfsobject,3,,H,363200000248240.0,363010000788930.0,52.34834236,4.9018348,121928.0,484603.0,60,woonfunctie,16095
336469,337582,verblijfsobject,5,,1,363200000248249.0,363010000788939.0,52.34827058,4.90186493,121930.0,484595.0,65,woonfunctie,16095
336470,337583,verblijfsobject,5,,2,363200000248250.0,363010000788940.0,52.34827058,4.90186493,121930.0,484595.0,65,woonfunctie,16095
336471,337584,verblijfsobject,5,,3,363200000248251.0,363010000788941.0,52.34827058,4.90186493,121930.0,484595.0,67,woonfunctie,16095
336472,337585,verblijfsobject,5,,4,363200000248252.0,363010000788942.0,52.34827058,4.90186493,121930.0,484595.0,59,woonfunctie,16095
336473,337586,verblijfsobject,5,,H,363200000248248.0,363010000788938.0,52.34827058,4.90186493,121930.0,484595.0,60,woonfunctie,16095
336474,337587,verblijfsobject,7,,1,363200000248257.0,363010000788947.0,52.34821678,4.90189488,121932.0,484589.0,80,woonfunctie,16095
336475,337588,verblijfsobject,7,,2,363200000248258.0,363010000788948.0,52.34821678,4.90189488,121932.0,484589.0,77,woonfunctie,16095
336476,337589,verblijfsobject,7,,3,363200000248259.0,363010000788949.0,52.34821678,4.90189488,121932.0,484589.0,77,woonfunctie,16095
336477,337590,verblijfsobject,7,,4,363200000248260.0,363010000788950.0,52.34821678,4.90189488,121932.0,484589.0,66,woonfunctie,16095
336478,337591,verblijfsobject,11,,,363200000248271.0,363010000788961.0,52.34718372,4.90202358,121940.0,484474.0,75,woonfunctie,16095
336479,337592,verblijfsobject,13,,1,363200000248273.0,363010000788963.0,52.34712967,4.90199482,121938.0,484468.0,66,woonfunctie,16095
336480,337593,verblijfsobject,13,,2,363200000248274.0,363010000788964.0,52.34712967,4.90199482,121938.0,484468.0,66,woonfunctie,16095
336481,337594,verblijfsobject,13,,3,363200000248275.0,363010000788965.0,52.34712967,4.90199482,121938.0,484468.0,66,woonfunctie,16095
336482,337595,verblijfsobject,15,,1,363200000248280.0,363010000788970.0,52.34708473,4.90199531,121938.0,484463.0,43,woonfunctie,16095
336483,337596,verblijfsobject,15,,2,363200000248281.0,363010000788971.0,52.34708473,4.90199531,121938.0,484463.0,54,woonfunctie,16095
336484,337597,verblijfsobject,15,,3,363200000248282.0,363010000788972.0,52.34708473,4.90199531,121938.0,484463.0,54,woonfunctie,16095
336485,337598,verblijfsobject,15,,H,363200000248279.0,363010000788969.0,52.34708473,4.90199531,121938.0,484463.0,50,woonfunctie,16095
336486,337599,verblijfsobject,17,,1,363200000248288.0,363010000788978.0,52.34703075,4.90198122,121937.0,484457.0,43,woonfunctie,16095
336487,337600,verblijfsobject,17,,2,363200000248289.0,363010000788979.0,52.34703075,4.90198122,121937.0,484457.0,54,woonfunctie,16095
336488,337601,verblijfsobject,17,,3,363200000248290.0,363010000788980.0,52.34703075,4.90198122,121937.0,484457.0,54,woonfunctie,16095
336489,337602,verblijfsobject,17,,H,363200000248287.0,363010000788977.0,52.34703075,4.90198122,121937.0,484457.0,50,woonfunctie,16095
336490,337603,verblijfsobject,65,,,363200000248319.0,363010000789007.0,52.34695879,4.90196733,121936.0,484449.0,65,woonfunctie,16095
336491,337604,verblijfsobject,67,,,363200000248320.0,363010000789008.0,52.34693183,4.90196763,121936.0,484446.0,50,woonfunctie,16095
336492,337605,verblijfsobject,69,,,363200000248321.0,363010000789009.0,52.34690487,4.90196792,121936.0,484443.0,50,woonfunctie,16095
336493,337606,verblijfsobject,71,,,363200000248322.0,363010000789010.0,52.34688689,4.90196812,121936.0,484441.0,71,kantoorfunctie,16095
336494,337607,verblijfsobject,2,,,363200000248239.0,363010000788929.0,52.34838597,4.90151144,121906.0,484608.0,48,woonfunctie,16096
336495,337608,verblijfsobject,4,,1,363200000248245.0,363010000788935.0,52.34834116,4.90154128,121908.0,484603.0,76,woonfunctie,16096
336496,337609,verblijfsobject,4,,2,363200000248246.0,363010000788936.0,52.34834116,4.90154128,121908.0,484603.0,77,woonfunctie,16096
336497,337610,verblijfsobject,4,,3,363200000248247.0,363010000788937.0,52.34834116,4.90154128,121908.0,484603.0,77,woonfunctie,16096
336498,337611,verblijfsobject,6,,1,363200000248254.0,363010000788944.0,52.34829628,4.90155645,121909.0,484598.0,56,woonfunctie,16096
336499,337612,verblijfsobject,6,,2,363200000248255.0,363010000788945.0,52.34829628,4.90155645,121909.0,484598.0,56,woonfunctie,16096
336500,337613,verblijfsobject,6,,3,363200000248256.0,363010000788946.0,52.34829628,4.90155645,121909.0,484598.0,55,woonfunctie,16096
336501,337614,verblijfsobject,6,,H,363200000248253.0,363010000788943.0,52.34829628,4.90155645,121909.0,484598.0,54,woonfunctie,16096
336502,337615,verblijfsobject,8,,1,363200000248262.0,363010000788952.0,52.34821551,4.90158669,121911.0,484589.0,56,woonfunctie,16096
336503,337616,verblijfsobject,8,,2,363200000248263.0,363010000788953.0,52.34821551,4.90158669,121911.0,484589.0,56,woonfunctie,16096
336504,337617,verblijfsobject,8,,3,363200000248264.0,363010000788954.0,52.34821551,4.90158669,121911.0,484589.0,56,woonfunctie,16096
336505,337618,verblijfsobject,8,,H,363200000248261.0,363010000788951.0,52.34821551,4.90158669,121911.0,484589.0,40,"woonfunctie,winkelfunctie",16096
336506,337619,verblijfsobject,10,,1,363200000248268.0,363010000788958.0,52.34791941,4.90170734,121919.0,484556.0,65,woonfunctie,16096
336507,337620,verblijfsobject,10,,2,363200000248269.0,363010000788959.0,52.34791941,4.90170734,121919.0,484556.0,65,woonfunctie,16096
336508,337621,verblijfsobject,10,,3,363200000248270.0,363010000788960.0,52.34791941,4.90170734,121919.0,484556.0,65,woonfunctie,16096
336509,337622,verblijfsobject,10,,H,363200000248267.0,363010000788957.0,52.34791941,4.90170734,121919.0,484556.0,44,woonfunctie,16096
336510,337623,verblijfsobject,12,,,363200000248272.0,363010000788962.0,52.34787448,4.90170783,121919.0,484551.0,45,woonfunctie,16096
336511,337624,verblijfsobject,14,,1,363200000248276.0,363010000788966.0,52.3478565,4.90170802,121919.0,484549.0,61,woonfunctie,16096
336512,337625,verblijfsobject,14,,2,363200000248277.0,363010000788967.0,52.3478565,4.90170802,121919.0,484549.0,61,woonfunctie,16096
336513,337626,verblijfsobject,14,,3,363200000248278.0,363010000788968.0,52.3478565,4.90170802,121919.0,484549.0,61,woonfunctie,16096
336514,337627,verblijfsobject,16,,1,363200000248284.0,363010000788974.0,52.34779359,4.90170871,121919.0,484542.0,57,woonfunctie,16096
